
5_;0.232;0.230;0.213;0.209;0.215;0.214;0.216;0.218;0.222;0.221;0.213;0.215;0.214;0.224;0.225;0.230;0.301;0.299;0.299;0.299;0.295;0.296;0.301;0.301;0.301;0.301;0.235;0.251;0.245;0.244;0.272;0.306;0.270;0.272;0.267;0.306;0.304;0.306;0.294;0.300;0.312;0.280;0.278;0.296;0.309;0.264;0.256;0.253;0.273;
