
5_;0.280;0.276;0.249;0.244;0.251;0.251;0.256;0.256;0.257;0.251;0.231;0.230;0.232;0.243;0.236;0.238;0.325;0.323;0.323;0.323;0.319;0.320;0.325;0.325;0.325;0.326;0.239;0.258;0.258;0.256;0.294;0.349;0.303;0.301;0.291;0.338;0.333;0.339;0.329;0.339;0.349;0.312;0.314;0.329;0.352;0.288;0.280;0.274;0.290;
