
5_;0.244;0.243;0.229;0.224;0.230;0.231;0.231;0.237;0.242;0.250;0.246;0.255;0.250;0.262;0.282;0.289;0.336;0.335;0.337;0.336;0.332;0.333;0.338;0.337;0.336;0.336;0.297;0.302;0.287;0.296;0.317;0.324;0.293;0.327;0.315;0.342;0.343;0.340;0.322;0.322;0.344;0.316;0.313;0.315;0.332;0.321;0.310;0.314;0.351;
