
5_;0.247;0.244;0.234;0.231;0.238;0.236;0.235;0.239;0.242;0.246;0.240;0.245;0.245;0.252;0.264;0.278;0.325;0.324;0.325;0.325;0.322;0.322;0.326;0.325;0.324;0.322;0.257;0.273;0.251;0.243;0.251;0.261;0.251;0.270;0.268;0.306;0.306;0.306;0.293;0.294;0.308;0.293;0.287;0.303;0.312;0.288;0.282;0.278;0.304;
