
5_;0.253;0.247;0.233;0.229;0.236;0.232;0.230;0.230;0.233;0.234;0.227;0.233;0.234;0.242;0.243;0.253;0.306;0.305;0.305;0.305;0.302;0.302;0.305;0.304;0.303;0.302;0.211;0.217;0.214;0.206;0.215;0.221;0.222;0.234;0.248;0.312;0.312;0.314;0.303;0.308;0.321;0.309;0.303;0.319;0.327;0.284;0.279;0.274;0.288;
