
5_;0.259;0.249;0.231;0.227;0.233;0.227;0.225;0.220;0.223;0.223;0.214;0.221;0.223;0.232;0.225;0.232;0.288;0.288;0.287;0.287;0.283;0.283;0.285;0.285;0.284;0.283;0.178;0.179;0.186;0.178;0.188;0.191;0.198;0.205;0.230;0.318;0.318;0.322;0.313;0.323;0.333;0.326;0.320;0.335;0.343;0.280;0.276;0.269;0.273;
