
5_;0.250;0.000;1.000;0.252;0.000;0.286;0.286;0.250;0.201;0.201;0.600;0.000;0.182;0.334;0.000;0.000;0.334;0.246;0.084;0.182;0.500;0.429;0.250;0.250;0.101;0.167;0.091;0.201;0.000;0.201;0.000;0.000;0.000;0.172;0.500;0.195;0.401;0.715;0.270;0.276;0.000;0.212;0.250;0.227;0.375;0.150;0.250;0.000;0.125;0.278;0.091;0.000;0.000;0.000;1.000;0.244;0.223;0.318;0.167;0.215;0.215;0.193;0.182;0.165;0.308;0.250;0.319;0.229;0.334;0.385;0.286;0.143;0.261;0.101;0.500;0.245;0.223;0.000;0.300;0.539;0.201;0.500;0.600;0.750;0.667;0.750;1.000;0.334;0.000;0.667;0.231;0.171;0.250;0.000;0.250;0.429;0.242;0.500;0.480;0.382;0.572;0.250;0.304;0.000;0.143;0.600;0.250;0.328;0.539;0.284;0.667;0.245;0.000;0.000;0.000;0.319;0.254;0.600;0.228;0.589;0.231;0.000;1.000;0.137;1.000;0.154;0.250;0.500;0.445;0.000;0.500;0.584;0.158;0.401;0.167;0.667;0.250;0.000;0.084;0.091;0.000;0.000;0.286;0.250;0.500;0.000;1.000;0.000;0.000;1.000;0.467;0.286;0.000;0.125;0.000;0.250;0.500;0.000;0.401;0.401;0.250;1.000;0.250;0.000;0.467;1.000;0.291;0.500;0.120;0.401;0.250;0.379;0.401;0.389;0.201;0.000;0.500;0.201;0.334;0.250;0.273;0.334;0.000;0.226;0.167;0.364;0.313;1.000;0.300;0.300;0.250;0.051;0.344;0.401;0.000;0.250;0.286;0.273;0.407;1.000;0.500;0.201;1.000;0.500;0.500;0.300;0.000;0.182;0.000;0.000;0.334;0.334;0.167;
