
5_;0.250;0.000;1.000;0.285;0.000;0.280;0.134;0.250;0.201;0.201;0.286;0.000;0.182;0.322;0.000;0.000;0.201;0.242;0.084;0.182;0.500;0.500;0.185;0.250;0.101;0.167;0.063;0.201;0.000;0.201;0.000;0.000;0.000;0.150;0.500;0.165;0.401;0.715;0.236;0.297;0.000;0.206;0.250;0.252;0.375;0.138;0.250;0.000;0.334;0.207;0.061;0.000;0.000;0.000;1.000;0.209;0.226;0.313;0.135;0.226;0.195;0.152;0.182;0.222;0.438;0.250;0.332;0.182;0.334;0.393;0.276;0.143;0.242;0.084;0.500;0.271;0.223;0.000;0.300;0.667;0.201;0.500;0.600;0.750;0.667;0.750;1.000;0.334;0.000;0.667;0.200;0.168;0.250;0.000;0.250;0.429;0.267;0.500;0.424;0.308;0.572;0.250;0.270;0.000;0.143;0.600;0.250;0.339;0.539;0.377;0.667;0.333;0.000;0.000;0.000;0.274;0.245;0.656;0.147;0.580;0.143;0.000;1.000;0.117;1.000;0.167;0.250;0.620;0.250;0.000;0.500;0.651;0.120;0.401;0.172;0.667;0.250;0.000;0.067;0.084;0.000;0.000;0.286;0.250;0.500;0.000;1.000;0.000;0.000;1.000;0.417;0.250;0.000;0.125;0.000;0.250;0.500;0.000;0.465;0.469;0.292;1.000;0.250;0.000;0.417;1.000;0.365;0.500;0.120;0.407;0.191;0.405;0.407;0.423;0.201;0.000;0.500;0.201;0.334;0.250;0.273;0.338;0.000;0.179;0.146;0.355;0.313;1.000;0.563;0.300;0.250;0.051;0.323;0.625;0.000;0.250;0.286;0.268;0.412;1.000;0.500;0.167;1.000;0.500;0.625;0.292;0.000;0.367;0.000;0.000;0.375;0.500;0.250;
