
5_;0.286;0.000;0.462;0.275;0.000;0.271;0.103;0.223;0.167;0.167;0.250;0.000;0.236;0.372;0.000;0.000;0.154;0.246;0.075;0.236;0.667;0.280;0.238;0.334;0.101;0.167;0.075;0.267;0.000;0.072;0.000;0.000;0.000;0.200;0.556;0.188;0.384;0.770;0.263;0.257;0.000;0.191;0.250;0.231;0.429;0.119;0.154;0.000;0.067;0.171;0.062;0.000;0.000;0.000;1.000;0.178;0.278;0.327;0.138;0.195;0.207;0.142;0.219;0.185;0.334;0.334;0.389;0.164;0.236;0.216;0.267;0.155;0.144;0.091;0.500;0.246;0.227;0.000;0.316;0.267;0.182;0.389;0.590;0.437;0.655;0.437;0.182;0.364;0.000;0.655;0.143;0.151;0.154;0.000;0.139;0.353;0.258;0.401;0.235;0.263;0.348;0.125;0.240;0.000;0.143;0.353;0.250;0.308;0.377;0.306;0.286;0.209;0.000;0.000;0.000;0.188;0.246;0.362;0.154;0.469;0.091;0.000;0.286;0.103;0.371;0.132;0.286;0.565;0.267;0.000;0.201;0.681;0.113;0.334;0.182;0.245;0.143;0.000;0.089;0.053;0.000;0.000;0.227;0.401;0.250;0.000;0.791;0.000;0.000;0.445;0.277;0.118;0.000;0.143;0.000;0.201;0.667;0.000;0.500;0.525;0.308;0.625;0.261;0.000;0.423;0.801;0.256;0.223;0.084;0.389;0.179;0.450;0.389;0.460;0.223;0.000;0.201;0.250;0.286;0.201;0.308;0.389;0.000;0.194;0.172;0.294;0.331;0.500;0.275;0.372;0.286;0.029;0.304;0.700;0.000;0.167;0.217;0.325;0.340;0.500;0.462;0.250;0.401;0.201;0.416;0.233;0.000;0.135;0.000;0.000;0.326;0.401;0.201;
