
1_;0.403;
2_;0.336;
3_;0.295;
4_;0.284;
5_;0.250;
6_;0.242;
7_;0.228;
8_;0.222;
9_;0.218;
10_;0.217;
11_;0.215;
12_;0.214;
13_;0.212;
14_;0.211;
15_;0.210;
16_;0.209;
17_;0.206;
18_;0.203;
19_;0.200;
20_;0.199;
