
1_;0.410;
2_;0.345;
3_;0.297;
4_;0.284;
5_;0.257;
6_;0.246;
7_;0.231;
8_;0.223;
9_;0.214;
10_;0.213;
11_;0.212;
12_;0.211;
13_;0.208;
14_;0.206;
15_;0.204;
16_;0.202;
17_;0.199;
18_;0.194;
19_;0.191;
20_;0.190;
