
1_;0.211;
2_;0.258;
3_;0.259;
4_;0.268;
5_;0.264;
6_;0.266;
7_;0.261;
8_;0.258;
9_;0.253;
10_;0.256;
11_;0.258;
12_;0.258;
13_;0.256;
14_;0.255;
15_;0.253;
16_;0.253;
17_;0.251;
18_;0.248;
19_;0.245;
20_;0.245;
