
1_;0.374;
2_;0.322;
3_;0.286;
4_;0.271;
5_;0.261;
6_;0.249;
7_;0.240;
8_;0.235;
9_;0.227;
10_;0.224;
11_;0.218;
12_;0.212;
13_;0.209;
14_;0.203;
15_;0.202;
16_;0.202;
17_;0.199;
18_;0.197;
19_;0.195;
20_;0.195;
