
1_;0.167;
2_;0.201;
3_;0.221;
4_;0.233;
5_;0.236;
6_;0.246;
7_;0.251;
8_;0.254;
9_;0.254;
10_;0.260;
11_;0.265;
12_;0.266;
13_;0.268;
14_;0.268;
15_;0.269;
16_;0.271;
17_;0.271;
18_;0.271;
19_;0.272;
20_;0.272;
