
5_;0.217;0.215;0.210;0.204;0.200;0.201;0.167;0.136;0.135;0.158;0.179;0.188;0.235;0.235;0.256;0.281;0.278;0.282;0.274;0.279;0.271;0.284;0.258;0.236;0.225;0.189;0.189;
