
5_;0.240;0.236;0.226;0.224;0.221;0.216;0.189;0.161;0.165;0.175;0.172;0.199;0.253;0.250;0.271;0.288;0.284;0.286;0.275;0.294;0.294;0.310;0.276;0.264;0.250;0.232;0.232;
