
5_;0.266;0.261;0.252;0.251;0.247;0.235;0.221;0.204;0.204;0.222;0.218;0.228;0.299;0.290;0.317;0.339;0.335;0.324;0.313;0.341;0.339;0.358;0.321;0.324;0.308;0.277;0.277;
