
5_;0.246;0.243;0.236;0.229;0.223;0.225;0.177;0.134;0.129;0.153;0.175;0.188;0.237;0.242;0.261;0.277;0.276;0.280;0.272;0.276;0.267;0.277;0.247;0.216;0.207;0.208;0.208;
