
5_;0.237;0.238;0.233;0.228;0.222;0.223;0.204;0.179;0.166;0.188;0.203;0.222;0.272;0.264;0.291;0.331;0.324;0.327;0.320;0.331;0.327;0.340;0.317;0.305;0.293;0.225;0.225;
