
5_;0.218;0.214;0.204;0.202;0.199;0.199;0.164;0.132;0.138;0.144;0.142;0.175;0.218;0.219;0.236;0.250;0.246;0.255;0.245;0.258;0.258;0.273;0.242;0.222;0.209;0.199;0.199;
