
1_;0.485;
2_;0.402;
3_;0.341;
4_;0.304;
5_;0.284;
6_;0.267;
7_;0.252;
8_;0.241;
9_;0.238;
10_;0.231;
11_;0.230;
12_;0.216;
13_;0.213;
14_;0.210;
15_;0.203;
16_;0.200;
17_;0.199;
18_;0.197;
19_;0.194;
20_;0.194;
