
0.0_;0.121;
0.1_;0.166;
0.2_;0.222;
0.3_;0.270;
0.4_;0.314;
0.5_;0.333;
0.6_;0.417;
0.7_;0.426;
0.8_;0.503;
0.9_;0.560;
1.0_;0.600;
