
0.0_;0.158;
0.1_;0.178;
0.2_;0.239;
0.3_;0.304;
0.4_;0.324;
0.5_;0.356;
0.6_;0.438;
0.7_;0.486;
0.8_;0.544;
0.9_;0.566;
1.0_;0.592;
