
0.0_;0.264;
0.1_;0.254;
0.2_;0.233;
0.3_;0.211;
0.4_;0.194;
0.5_;0.187;
0.6_;0.185;
0.7_;0.168;
0.8_;0.181;
0.9_;0.164;
1.0_;0.168;
