
5_;0.300;0.311;0.306;0.310;0.291;0.299;0.291;0.283;0.262;0.248;0.237;0.259;0.252;0.258;0.262;0.269;0.270;0.269;0.271;0.274;0.279;0.270;0.282;0.269;0.269;0.251;0.259;0.261;0.264;0.267;0.256;0.259;0.259;0.261;0.262;0.291;0.286;0.314;0.314;0.313;0.321;0.329;0.332;0.358;0.351;0.312;0.310;0.342;0.346;0.345;0.347;0.322;0.333;0.324;0.325;0.315;0.326;0.204;0.189;0.187;0.177;0.195;0.195;0.218;0.238;0.245;
