
5_;0.358;0.350;0.367;0.370;0.360;0.347;0.336;0.350;0.327;0.317;0.306;0.273;0.270;0.273;0.274;0.284;0.273;0.252;0.249;0.249;0.253;0.256;0.256;0.250;0.258;0.242;0.272;0.246;0.245;0.240;0.232;0.227;0.224;0.230;0.228;0.247;0.238;0.274;0.274;0.282;0.265;0.271;0.273;0.284;0.274;0.239;0.230;0.239;0.247;0.242;0.259;0.243;0.251;0.248;0.253;0.250;0.268;0.173;0.155;0.155;0.152;0.173;0.177;0.192;0.207;0.203;
