
5_;0.327;0.330;0.334;0.338;0.322;0.322;0.312;0.313;0.291;0.279;0.268;0.266;0.261;0.266;0.268;0.277;0.272;0.261;0.260;0.261;0.266;0.263;0.269;0.260;0.264;0.247;0.266;0.254;0.255;0.253;0.244;0.242;0.241;0.245;0.244;0.268;0.260;0.293;0.293;0.297;0.291;0.298;0.300;0.317;0.308;0.271;0.265;0.282;0.289;0.285;0.297;0.277;0.287;0.281;0.285;0.279;0.295;0.188;0.171;0.170;0.164;0.184;0.186;0.205;0.222;0.223;
