
5_;0.291;0.293;0.296;0.303;0.287;0.283;0.279;0.296;0.280;0.269;0.257;0.248;0.246;0.250;0.254;0.263;0.258;0.241;0.243;0.245;0.250;0.248;0.251;0.243;0.248;0.231;0.251;0.232;0.229;0.226;0.217;0.218;0.218;0.215;0.211;0.230;0.224;0.256;0.251;0.254;0.245;0.250;0.249;0.263;0.257;0.222;0.211;0.221;0.228;0.222;0.237;0.219;0.228;0.221;0.220;0.212;0.229;0.149;0.151;0.150;0.144;0.158;0.155;0.171;0.189;0.189;
