
5_;0.298;0.309;0.301;0.308;0.282;0.284;0.277;0.285;0.272;0.258;0.246;0.261;0.259;0.269;0.272;0.280;0.283;0.276;0.280;0.283;0.287;0.288;0.297;0.280;0.283;0.267;0.278;0.287;0.290;0.303;0.295;0.297;0.295;0.293;0.293;0.315;0.311;0.330;0.318;0.305;0.316;0.322;0.321;0.337;0.333;0.287;0.277;0.296;0.304;0.300;0.293;0.276;0.286;0.273;0.270;0.265;0.286;0.211;0.235;0.234;0.215;0.219;0.230;0.252;0.267;0.273;
