
5_;0.336;0.336;0.339;0.347;0.333;0.324;0.327;0.365;0.351;0.347;0.333;0.296;0.295;0.298;0.303;0.311;0.298;0.269;0.267;0.269;0.273;0.273;0.269;0.265;0.272;0.256;0.285;0.242;0.237;0.230;0.219;0.219;0.224;0.221;0.215;0.231;0.224;0.261;0.257;0.264;0.248;0.254;0.248;0.255;0.248;0.224;0.212;0.219;0.226;0.220;0.243;0.225;0.233;0.227;0.228;0.210;0.220;0.137;0.134;0.133;0.130;0.148;0.140;0.153;0.184;0.182;
