
1_;0.160;
2_;0.204;
3_;0.221;
4_;0.242;
5_;0.244;
6_;0.250;
7_;0.257;
8_;0.261;
9_;0.262;
10_;0.262;
11_;0.262;
12_;0.264;
13_;0.267;
14_;0.267;
15_;0.267;
16_;0.267;
17_;0.268;
18_;0.268;
19_;0.269;
20_;0.269;
