
5_;0.228;0.248;0.249;0.242;0.256;0.257;0.258;0.290;0.277;0.297;0.351;0.329;0.350;0.355;0.361;0.355;0.322;0.097;0.099;0.094;0.091;0.089;0.085;0.085;0.084;0.085;0.085;0.212;0.226;0.224;0.220;
