
5_;0.252;0.268;0.257;0.244;0.250;0.253;0.278;0.308;0.294;0.300;0.303;0.302;0.341;0.365;0.371;0.366;0.332;0.135;0.139;0.131;0.129;0.121;0.107;0.102;0.100;0.099;0.100;0.230;0.226;0.231;0.212;
