
5_;0.257;0.275;0.272;0.268;0.281;0.282;0.282;0.296;0.286;0.300;0.329;0.306;0.321;0.325;0.325;0.321;0.302;0.130;0.132;0.127;0.123;0.121;0.116;0.116;0.115;0.116;0.116;0.212;0.234;0.233;0.226;
