
5_;0.292;0.308;0.299;0.298;0.310;0.311;0.309;0.301;0.295;0.303;0.308;0.286;0.295;0.299;0.294;0.292;0.283;0.196;0.198;0.192;0.187;0.186;0.181;0.181;0.180;0.179;0.178;0.211;0.241;0.242;0.232;
