
5_;0.240;0.249;0.240;0.232;0.245;0.239;0.245;0.259;0.245;0.255;0.257;0.249;0.271;0.287;0.286;0.283;0.265;0.128;0.131;0.124;0.121;0.117;0.109;0.106;0.105;0.105;0.105;0.210;0.219;0.221;0.203;
