
5_;0.279;0.283;0.275;0.265;0.283;0.270;0.269;0.264;0.252;0.258;0.253;0.246;0.259;0.274;0.272;0.268;0.261;0.181;0.182;0.177;0.176;0.173;0.169;0.168;0.167;0.166;0.165;0.211;0.230;0.232;0.215;
