
5_;0.294;0.298;0.285;0.276;0.265;0.267;0.241;0.247;0.263;0.273;0.283;0.280;0.275;0.292;0.290;0.299;0.292;0.293;0.275;0.279;0.295;0.283;0.256;0.226;0.242;0.238;0.214;0.184;0.191;0.192;0.162;0.170;0.169;0.175;0.162;0.203;0.213;0.245;0.238;0.238;0.286;0.328;0.355;0.332;0.288;0.204;0.221;0.211;
