
5_;0.293;0.295;0.282;0.258;0.238;0.247;0.237;0.252;0.249;0.262;0.264;0.254;0.260;0.270;0.273;0.269;0.257;0.260;0.259;0.252;0.308;0.306;0.277;0.241;0.243;0.241;0.223;0.201;0.207;0.208;0.152;0.135;0.135;0.140;0.127;0.130;0.125;0.143;0.125;0.113;0.138;0.199;0.193;0.184;0.160;0.158;0.164;0.161;
