
5_;0.290;0.294;0.282;0.271;0.252;0.261;0.246;0.256;0.260;0.274;0.277;0.263;0.264;0.275;0.276;0.278;0.271;0.274;0.269;0.266;0.316;0.315;0.297;0.263;0.265;0.262;0.242;0.218;0.222;0.220;0.164;0.155;0.155;0.158;0.146;0.150;0.147;0.168;0.149;0.139;0.170;0.221;0.223;0.213;0.186;0.179;0.187;0.180;
