
5_;0.286;0.293;0.281;0.285;0.266;0.276;0.254;0.260;0.272;0.285;0.290;0.271;0.268;0.280;0.279;0.286;0.285;0.288;0.279;0.281;0.324;0.324;0.319;0.288;0.291;0.285;0.263;0.238;0.238;0.233;0.177;0.181;0.180;0.181;0.169;0.177;0.176;0.201;0.182;0.178;0.218;0.248;0.262;0.252;0.220;0.206;0.217;0.203;
