
5_;0.268;0.268;0.255;0.242;0.229;0.233;0.216;0.233;0.239;0.248;0.257;0.260;0.260;0.277;0.276;0.280;0.273;0.271;0.264;0.260;0.275;0.258;0.228;0.203;0.212;0.208;0.185;0.158;0.166;0.167;0.142;0.143;0.141;0.144;0.133;0.143;0.146;0.168;0.155;0.149;0.179;0.210;0.225;0.207;0.186;0.167;0.180;0.176;
