
5_;0.291;0.285;0.266;0.243;0.230;0.232;0.224;0.246;0.247;0.252;0.259;0.275;0.290;0.313;0.311;0.310;0.298;0.293;0.291;0.286;0.296;0.268;0.232;0.210;0.218;0.215;0.192;0.165;0.175;0.185;0.166;0.159;0.155;0.161;0.151;0.152;0.156;0.176;0.160;0.142;0.159;0.190;0.205;0.181;0.172;0.177;0.190;0.202;
