
0.0_;0.152;
0.1_;0.217;
0.2_;0.285;
0.3_;0.333;
0.4_;0.380;
0.5_;0.435;
0.6_;0.562;
0.7_;0.578;
0.8_;0.680;
0.9_;0.794;
1.0_;0.903;
