
1_;0.176;
2_;0.187;
3_;0.192;
4_;0.190;
5_;0.184;
6_;0.175;
7_;0.171;
8_;0.171;
9_;0.169;
10_;0.168;
11_;0.165;
12_;0.163;
13_;0.161;
14_;0.159;
15_;0.161;
16_;0.161;
17_;0.161;
18_;0.160;
19_;0.161;
20_;0.160;
