
1_;0.226;
2_;0.231;
3_;0.236;
4_;0.230;
5_;0.223;
6_;0.216;
7_;0.214;
8_;0.212;
9_;0.209;
10_;0.208;
11_;0.205;
12_;0.201;
13_;0.197;
14_;0.193;
15_;0.193;
16_;0.193;
17_;0.192;
18_;0.192;
19_;0.193;
20_;0.192;
