
0.0_;0.305;
0.1_;0.269;
0.2_;0.249;
0.3_;0.228;
0.4_;0.204;
0.5_;0.188;
0.6_;0.190;
0.7_;0.162;
0.8_;0.157;
0.9_;0.157;
1.0_;0.159;
