
0.0_;0.158;
0.1_;0.223;
0.2_;0.278;
0.3_;0.417;
0.4_;0.461;
0.5_;0.475;
0.6_;0.546;
0.7_;0.629;
0.8_;0.646;
0.9_;0.748;
1.0_;0.750;
