
0.0_;0.174;
0.1_;0.243;
0.2_;0.284;
0.3_;0.302;
0.4_;0.290;
0.5_;0.281;
0.6_;0.291;
0.7_;0.260;
0.8_;0.255;
0.9_;0.261;
1.0_;0.263;
