
0.0_;0.166;
0.1_;0.219;
0.2_;0.250;
0.3_;0.303;
0.4_;0.292;
0.5_;0.265;
0.6_;0.285;
0.7_;0.285;
0.8_;0.282;
0.9_;0.265;
1.0_;0.266;
