
5_;0.257;0.254;0.247;0.211;0.191;0.189;0.190;0.165;0.157;0.130;0.099;0.106;0.089;0.107;0.116;0.119;0.113;0.143;0.139;0.169;0.165;0.154;0.149;0.134;0.121;0.110;0.110;0.099;
