
5_;0.250;0.252;0.247;0.221;0.204;0.202;0.200;0.169;0.160;0.137;0.106;0.113;0.091;0.119;0.124;0.130;0.124;0.160;0.160;0.194;0.192;0.189;0.188;0.161;0.156;0.141;0.142;0.129;
