
5_;0.288;0.286;0.287;0.255;0.243;0.246;0.243;0.221;0.205;0.194;0.191;0.202;0.164;0.180;0.177;0.170;0.169;0.221;0.199;0.206;0.205;0.189;0.186;0.177;0.169;0.159;0.160;0.130;
