
5_;0.279;0.282;0.282;0.255;0.245;0.245;0.248;0.226;0.210;0.196;0.181;0.189;0.160;0.174;0.171;0.172;0.166;0.202;0.205;0.220;0.219;0.198;0.197;0.186;0.180;0.172;0.171;0.149;
