
5_;0.269;0.277;0.276;0.254;0.246;0.244;0.252;0.231;0.214;0.197;0.171;0.177;0.155;0.167;0.164;0.174;0.162;0.185;0.211;0.234;0.235;0.206;0.208;0.195;0.192;0.185;0.183;0.174;
