
5_;0.289;0.296;0.294;0.283;0.270;0.264;0.259;0.212;0.195;0.170;0.125;0.128;0.101;0.160;0.165;0.183;0.174;0.232;0.242;0.305;0.300;0.330;0.330;0.269;0.279;0.256;0.261;0.244;
