
0.0_;0.148;
0.1_;0.201;
0.2_;0.265;
0.3_;0.315;
0.4_;0.462;
0.5_;0.514;
0.6_;0.558;
0.7_;0.687;
0.8_;0.773;
0.9_;0.758;
1.0_;0.749;
