
0.0_;0.212;
0.1_;0.255;
0.2_;0.270;
0.3_;0.270;
0.4_;0.330;
0.5_;0.320;
0.6_;0.339;
0.7_;0.346;
0.8_;0.342;
0.9_;0.321;
1.0_;0.311;
