
0.0_;0.212;
0.1_;0.256;
0.2_;0.248;
0.3_;0.270;
0.4_;0.260;
0.5_;0.265;
0.6_;0.260;
0.7_;0.249;
0.8_;0.247;
0.9_;0.208;
1.0_;0.185;
