
0.0_;0.190;
0.1_;0.257;
0.2_;0.344;
0.3_;0.426;
0.4_;0.539;
0.5_;0.604;
0.6_;0.696;
0.7_;0.722;
0.8_;0.832;
0.9_;0.755;
1.0_;0.766;
