
0.0_;0.168;
0.1_;0.258;
0.2_;0.319;
0.3_;0.437;
0.4_;0.534;
0.5_;0.609;
0.6_;0.667;
0.7_;0.708;
0.8_;0.849;
0.9_;0.822;
1.0_;0.827;
