
0.0_;0.286;
0.1_;0.253;
0.2_;0.202;
0.3_;0.195;
0.4_;0.171;
0.5_;0.169;
0.6_;0.161;
0.7_;0.151;
0.8_;0.144;
0.9_;0.119;
1.0_;0.104;
